importance_rank,osm_node_id,latitude,longitude,street_names,betweenness_centrality,design,design_name,completion_rate,completion_rate_std,avg_waiting_time_s,avg_waiting_time_s_std,avg_queue_length,avg_queue_length_std,throughput_veh_s,throughput_veh_s_std,traffic_efficiency,traffic_efficiency_std,avg_path_time_s,graph_efficiency,completion_rate_change_pct,avg_waiting_time_s_change_pct,avg_queue_length_change_pct,throughput_veh_s_change_pct,traffic_efficiency_change_pct,avg_path_time_s_change_pct,graph_efficiency_change_pct
8,6128822544,13.8408751,100.698682,ถนนสุเหร่าคลองหนึ่ง; สุเหร่าคลองหนึ่ง 2,0.07001478988168096,four_way,Existing Signalized Four-Way,0.9103999338555582,0.009044200086237538,11.854058329531115,0.8462551608229532,12.547,0.8768728528127667,0.8963333333333333,0.017365355036841463,0.8297831567467783,0.00857775564927233,44.5,0.045334377341651716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6128822544,13.8408751,100.698682,ถนนสุเหร่าคลองหนึ่ง; สุเหร่าคลองหนึ่ง 2,0.07001478988168096,roundabout,Roundabout,0.9235866970349002,0.009891749612763465,0.17606569772386174,0.0210959903828412,3.022666666666667,0.08239875942971192,0.9093333333333333,0.018873850222522758,0.9361850039560051,0.00594768488064974,48.5,0.03279175614682705,1.4484582751995405,-98.51472219193285,-75.90924789458305,1.450353291186316,12.822849722134947,8.98876404494382,-27.66690959555967
8,6128822544,13.8408751,100.698682,ถนนสุเหร่าคลองหนึ่ง; สุเหร่าคลองหนึ่ง 2,0.07001478988168096,flyover,Flyover,0.911080844595404,0.008925582789157793,10.245872018422297,0.7552177263205458,10.708333333333334,0.7316928620975095,0.897,0.01710750322714177,0.8419713742076446,0.008372258143963309,44.333333333333336,0.04535886553834091,0.07479248564552361,-13.56654629497196,-14.654233415690337,0.07437709185571263,1.4688436806371237,-0.3745318352059872,0.05401683694615749
8,6128822544,13.8408751,100.698682,ถนนสุเหร่าคลองหนึ่ง; สุเหร่าคลองหนึ่ง 2,0.07001478988168096,underpass,Underpass,0.911080844595404,0.008925582789157793,10.245872018422297,0.7552177263205458,10.708333333333334,0.7316928620975095,0.897,0.01710750322714177,0.8419713742076446,0.008372258143963309,44.333333333333336,0.04535886553834091,0.07479248564552361,-13.56654629497196,-14.654233415690337,0.07437709185571263,1.4688436806371237,-0.3745318352059872,0.05401683694615749
9,2722951940,13.9061458,100.6996359,ซอยหนองระแหง 5; ถนนหนองระแหง,0.06566299469604243,four_way,Existing Signalized Four-Way,0.9584308418897893,0.004069690745800217,12.263203413559168,0.7392198000920411,13.050666666666666,0.9266886088529299,0.9436666666666667,0.018541245313564506,0.8554728255675916,0.002649114728871427,22.0,0.06505107093342387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2722951940,13.9061458,100.6996359,ซอยหนองระแหง 5; ถนนหนองระแหง,0.06566299469604243,roundabout,Roundabout,0.9631693289173532,0.004407158515291622,0.17663126666468065,0.01662817921241273,3.070666666666667,0.07891345470408283,0.9483333333333334,0.01876758434701232,0.9595965738834185,0.0038069986440379625,26.0,0.049474864732217676,0.4944005159747077,-98.55966454515969,-76.47118921127912,0.49452490286118417,12.171485195539963,18.181818181818183,-23.944580738951352
9,2722951940,13.9061458,100.6996359,ซอยหนองระแหง 5; ถนนหนองระแหง,0.06566299469604243,flyover,Flyover,0.9594281760245519,0.0036099840061643504,10.55731808997782,0.6079734559495912,11.116666666666667,0.7204265711676969,0.9446666666666667,0.01936204764194347,0.8682880920864819,0.003971860404598662,21.833333333333332,0.06519112695583283,0.10405906103731531,-13.910601219377858,-14.819166326113603,0.10596962204168148,1.4980331503093158,-0.757575757575763,0.215301639772084
9,2722951940,13.9061458,100.6996359,ซอยหนองระแหง 5; ถนนหนองระแหง,0.06566299469604243,underpass,Underpass,0.9594281760245519,0.0036099840061643504,10.55731808997782,0.6079734559495912,11.116666666666667,0.7204265711676969,0.9446666666666667,0.01936204764194347,0.8682880920864819,0.003971860404598662,21.833333333333332,0.06519112695583283,0.10405906103731531,-13.910601219377858,-14.819166326113603,0.10596962204168148,1.4980331503093158,-0.757575757575763,0.215301639772084
10,3010327836,13.8353969,100.7675243,ซอยประชาร่วมใจ 33; ซอยประชาร่วมใจ 44; ถนนประชาร่วมใจ,0.05310179518563852,four_way,Existing Signalized Four-Way,0.9401661718633328,0.00841783425623658,11.396446674365794,0.7685865988808731,12.137,0.907493128226202,0.9256666666666666,0.01878533707147384,0.8505101017047715,0.002882039755801034,35.0,0.04582709703677444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,3010327836,13.8353969,100.7675243,ซอยประชาร่วมใจ 33; ซอยประชาร่วมใจ 44; ถนนประชาร่วมใจ,0.05310179518563852,roundabout,Roundabout,0.9446066910990825,0.008805572219795306,0.17341977705729453,0.015393752588348268,3.0396666666666667,0.07137849037972785,0.9299999999999999,0.017094508539944108,0.9486637218791971,0.004517298960991962,39.0,0.035015656963636774,0.4723121687040569,-98.47829957869789,-74.95537062975474,0.46813107670147286,11.540559010138207,11.428571428571429,-23.591806534160156
