osm_node_id,latitude,longitude,street_names,highway_types,in_degree,out_degree,fully_bidirectional,traffic_signals,junction,minimum_branch_angle,maximum_branch_angle,cross_score,likely_geometric_cross,osm_url,branch_1_neighbor,branch_1_bearing,branch_1_street,branch_1_highway,branch_2_neighbor,branch_2_bearing,branch_2_street,branch_2_highway,branch_3_neighbor,branch_3_bearing,branch_3_street,branch_3_highway,branch_4_neighbor,branch_4_bearing,branch_4_street,branch_4_highway
3053310349,13.8982798,100.7187724,,residential,4,4,True,False,,88.85,91.16,0.9916,True,https://www.openstreetmap.org/node/3053310349,3053310372,88.0,,residential,3053310345,176.84,,residential,3053310344,267.2,,residential,3053310357,356.84,,residential
3834869462,13.8672335,100.710444,,residential,4,4,True,False,,89.19,90.8,0.9916,True,https://www.openstreetmap.org/node/3834869462,3834869463,87.96,,residential,3834869444,178.66,,residential,3834869461,269.46,,residential,3834869476,358.65,,residential
3840058950,13.8539256,100.7086825,,residential,4,4,True,False,,88.75,91.3,0.9916,True,https://www.openstreetmap.org/node/3840058950,3840058951,83.57,,residential,3840058941,174.87,,residential,6521809166,263.62,,residential,3840058958,353.83,,residential
5887077322,13.9078499,100.7862754,,residential,4,4,True,False,,88.93,91.38,0.9916,True,https://www.openstreetmap.org/node/5887077322,5887077382,1.19,,residential,5887077323,90.11,,residential,5887077321,179.67,,residential,8246698127,271.05,,residential
8204460455,13.8951556,100.6975237,,residential,4,4,True,False,,89.04,90.77,0.9916,True,https://www.openstreetmap.org/node/8204460455,8484264523,77.88,,residential,8204460446,168.64,,residential,8204460458,258.09,,residential,8204460447,348.83,,residential
2562521994,13.8680295,100.7200849,,residential,4,4,True,False,,89.31,91.52,0.9915,True,https://www.openstreetmap.org/node/2562521994,2562521995,89.16,,residential,2562521997,178.61,,residential,2562521993,267.92,,residential,2562521991,359.44,,residential
3053324469,13.8643101,100.7445139,,residential,4,4,True,False,,89.16,90.84,0.9915,True,https://www.openstreetmap.org/node/3053324469,3053324422,86.01,,residential,3053324468,176.7,,residential,3053324427,265.87,,residential,3053324426,356.71,,residential
3840058817,13.850416,100.7064957,,residential,4,4,True,False,,88.64,90.81,0.9915,True,https://www.openstreetmap.org/node/3840058817,3840058819,86.75,,residential,3840058797,177.56,,residential,3840058815,266.2,,residential,3840058832,356.92,,residential
3841546197,13.842751,100.7059631,สุเหร่าคลองหนึ่ง ซอย 9; สุเหร่าคลองหนึ่ง ซอย 9 แยก 3; สุเหร่าคลองหนึ่ง ซอย 9 แยก 4,residential,4,4,True,False,,89.03,90.96,0.9915,True,https://www.openstreetmap.org/node/3841546197,3841546203,81.55,สุเหร่าคลองหนึ่ง ซอย 9 แยก 4,residential,3841546192,170.99,สุเหร่าคลองหนึ่ง ซอย 9,residential,8295400126,261.95,สุเหร่าคลองหนึ่ง ซอย 9 แยก 3,residential,3841546206,350.98,สุเหร่าคลองหนึ่ง ซอย 9,residential
3841912738,13.8387602,100.7179843,,residential,4,4,True,False,,89.05,91.53,0.9915,True,https://www.openstreetmap.org/node/3841912738,3841912740,85.12,,residential,3841912730,176.65,,residential,3841912737,266.34,,residential,8344076499,356.07,,residential
6124182938,13.8751901,100.7175654,,residential,4,4,True,False,,89.01,91.44,0.9915,True,https://www.openstreetmap.org/node/6124182938,6124183011,90.65,,residential,6124182937,180.09,,residential,6124183012,270.19,,residential,8292089807,359.21,,residential
8178327616,13.8281032,100.7496007,ประชาชนร่วมใจ 7,residential,4,4,True,False,,88.62,91.02,0.9915,True,https://www.openstreetmap.org/node/8178327616,8178327615,55.45,,residential,3843843384,145.96,ประชาชนร่วมใจ 7,residential,8178338317,234.58,,residential,8178338319,324.43,ประชาชนร่วมใจ 7,residential
13072213729,13.9002497,100.7168312,,residential,4,4,True,False,,89.08,91.55,0.9914,True,https://www.openstreetmap.org/node/13072213729,13072213728,86.73,,residential,8341596595,176.5,,residential,13072213727,265.58,,residential,13072213726,357.13,,residential
8163776977,13.8296557,100.7484577,ซอย 26; ซอย 27; ประชาชนร่วมใจ 7,residential,4,4,True,False,,88.81,91.19,0.9914,True,https://www.openstreetmap.org/node/8163776977,8163776976,53.25,ซอย 26,residential,8163776975,144.44,ประชาชนร่วมใจ 7,residential,8163776978,234.79,ซอย 27,residential,8163776980,324.44,ประชาชนร่วมใจ 7,residential
8919190650,13.8343945,100.7189199,,residential,4,4,True,False,,88.98,90.78,0.9914,True,https://www.openstreetmap.org/node/8919190650,6124096909,86.26,,residential,8919190649,175.73,,residential,8919190653,266.49,,residential,8919190651,355.48,,residential
3053303655,13.8840466,100.7203575,,residential,4,4,True,False,,88.72,91.08,0.9913,True,https://www.openstreetmap.org/node/3053303655,3053303635,89.84,,residential,3724906679,178.56,,residential,3053303662,269.63,,residential,3053303650,359.35,,residential
3834869477,13.8680702,100.7108291,,residential,4,4,True,False,,89.07,90.92,0.9913,True,https://www.openstreetmap.org/node/3834869477,7990378080,88.25,,residential,3834869463,178.89,,residential,3834869476,267.96,,residential,3834869494,358.89,,residential
3840087139,13.8525718,100.6983179,ซอยพระยาสุเรนทร์ 34,residential,4,4,True,False,,89.21,90.79,0.9913,True,https://www.openstreetmap.org/node/3840087139,3840087161,0.06,,residential,3840087140,89.28,ซอยพระยาสุเรนทร์ 34,residential,6129278575,180.07,,residential,3840087138,269.28,ซอยพระยาสุเรนทร์ 34,residential
3840087367,13.856277,100.6953931,,residential,4,4,True,False,,88.58,90.81,0.9913,True,https://www.openstreetmap.org/node/3840087367,3840087368,90.0,,residential,3840087249,178.58,,residential,3840087366,269.34,,residential,3840087379,359.19,,residential
5877540464,13.8506499,100.7316639,ซอยนิมิตรใหม่ 19,residential,4,4,True,False,,89.08,90.91,0.9913,True,https://www.openstreetmap.org/node/5877540464,2555262587,79.2,ซอยนิมิตรใหม่ 19,residential,8186874099,168.28,,residential,5877541507,258.93,ซอยนิมิตรใหม่ 19,residential,5877540460,348.3,,residential
3841547733,13.8494395,100.7024887,,residential,4,4,True,False,,89.17,90.83,0.9912,True,https://www.openstreetmap.org/node/3841547733,3841547734,89.0,,residential,3841547725,178.25,,residential,3841547731,267.42,,residential,3840058793,358.24,,residential
3840059049,13.8572355,100.706012,,residential,4,4,True,False,,88.98,91.6,0.9911,True,https://www.openstreetmap.org/node/3840059049,8299050750,89.17,,residential,3840059028,179.1,,residential,8298981181,270.69,,residential,3840059169,359.67,,residential
3840059203,13.8588277,100.7060084,,residential,4,4,True,False,,88.88,91.13,0.9911,True,https://www.openstreetmap.org/node/3840059203,3840059211,0.09,,residential,3840059204,89.62,,residential,3840059192,180.09,,residential,3840059202,268.97,,residential
5935976445,13.9085025,100.7048858,ซอย ๓,residential,4,4,True,False,,88.95,91.61,0.9911,True,https://www.openstreetmap.org/node/5935976445,5935976448,48.21,ซอย ๓,residential,5935976444,137.16,,residential,5935976447,228.77,ซอย ๓,residential,5935976446,318.56,,residential
8424633785,13.8989552,100.7117625,,residential,4,4,True,False,,88.61,91.4,0.9911,True,https://www.openstreetmap.org/node/8424633785,8424633784,88.09,,residential,8424633788,176.7,,residential,8424633786,266.89,,residential,8424633782,356.69,,residential
2562521946,13.8747004,100.720545,ซอย ๑๙,residential,4,4,True,False,,89.06,90.94,0.991,True,https://www.openstreetmap.org/node/2562521946,2562521947,90.35,ซอย ๑๙,residential,2562521949,179.68,,residential,8061345321,270.62,ซอย ๑๙,residential,2562521943,359.68,,residential
4415580544,13.8687828,100.7460198,,residential,4,4,True,False,,89.18,90.82,0.991,True,https://www.openstreetmap.org/node/4415580544,3053324457,85.5,,residential,3053324362,174.68,,residential,3053324419,265.49,,residential,3053324380,354.69,,residential
5886741539,13.9198012,100.7889685,,residential,4,4,True,False,,88.88,91.32,0.991,True,https://www.openstreetmap.org/node/5886741539,5886741541,89.05,,residential,5886741538,178.55,,residential,5886741537,269.87,,residential,5886741529,358.75,,residential
5887077311,13.9078845,100.7880927,,residential,4,4,True,False,,89.03,91.61,0.991,True,https://www.openstreetmap.org/node/5887077311,5887077309,91.37,,residential,5887076580,181.22,,residential,5887076582,270.25,,residential,5887077312,359.76,,residential
8341596595,13.8999306,100.7168513,,residential,4,4,True,False,,88.38,91.3,0.991,True,https://www.openstreetmap.org/node/8341596595,8341596594,87.8,,residential,8341596592,176.19,,residential,8341596596,266.23,,residential,13072213729,356.5,,residential
2562522030,13.8651365,100.7201807,,residential,4,4,True,False,,88.54,90.82,0.9909,True,https://www.openstreetmap.org/node/2562522030,2562522032,86.97,,residential,2562522036,177.78,,residential,2562522028,268.6,,residential,2562522024,358.43,,residential
3840087194,13.8545028,100.6954055,,residential,4,4,True,False,,88.88,91.13,0.9909,True,https://www.openstreetmap.org/node/3840087194,3840087192,90.99,,residential,3840087185,179.87,,residential,3840087193,269.35,,residential,3840087206,359.86,,residential
5941639209,13.8890389,100.7190407,,residential,4,4,True,False,,88.81,91.15,0.9909,True,https://www.openstreetmap.org/node/5941639209,5941639212,1.16,,residential,5941639208,89.97,,residential,5941639206,180.46,,residential,5941639210,270.01,,residential
2733467944,13.8618025,100.6919782,,residential,4,4,True,False,,88.54,91.01,0.9908,True,https://www.openstreetmap.org/node/2733467944,2733467945,78.7,,residential,2733467937,169.71,,residential,2733467941,259.51,,residential,2733467951,350.16,,residential
3053303663,13.8862698,100.7203542,,residential,4,4,True,False,,88.34,91.08,0.9908,True,https://www.openstreetmap.org/node/3053303663,3053303661,0.76,,residential,3053301932,89.11,,residential,3053303638,180.18,,residential,3053303659,270.3,,residential
5941639237,13.8900975,100.7190433,,residential,4,4,True,False,,89.16,90.88,0.9908,True,https://www.openstreetmap.org/node/5941639237,5941639238,90.24,,residential,5941639222,179.4,,residential,5941639236,270.28,,residential,5941639240,359.46,,residential
3053347457,13.8696117,100.7136171,บุุรีรมย์ 20,residential,4,4,True,False,,88.84,91.17,0.9907,True,https://www.openstreetmap.org/node/3053347457,3053347103,89.88,บุุรีรมย์ 20,residential,3053347112,178.72,,residential,3053347100,269.22,บุุรีรมย์ 20,residential,3053347132,358.71,,residential
3841909840,13.8327061,100.7175787,นลิน 2; นลิน 2 ซอย 3; นลิน 2 ซอย 4,residential,4,4,True,False,,88.9,91.1,0.9907,True,https://www.openstreetmap.org/node/3841909840,3841909841,88.31,นลิน 2 ซอย 3,residential,3841909833,177.74,นลิน 2,residential,3841909838,268.3,นลิน 2 ซอย 4,residential,3841909847,357.2,นลิน 2,residential
5941639255,13.8921974,100.7190231,,residential,4,4,True,False,,88.99,91.67,0.9907,True,https://www.openstreetmap.org/node/5941639255,5941639256,89.28,,residential,5941639252,179.23,,residential,5941639254,270.91,,residential,5941639258,359.89,,residential
8609373653,13.8974428,100.7166829,,residential,4,4,True,False,,88.61,91.4,0.9907,True,https://www.openstreetmap.org/node/8609373653,8609373652,85.46,,residential,8341609618,175.74,,residential,8609373654,267.14,,residential,8341609621,355.75,,residential
2562521970,13.8718208,100.7205684,ซอย ๓๕,residential,4,4,True,False,,89.26,91.68,0.9906,True,https://www.openstreetmap.org/node/2562521970,2562521971,90.28,ซอย ๓๕,residential,8061345524,180.06,,residential,8061345517,269.32,ซอย ๓๕,residential,2562521967,358.6,,residential
3840058780,13.8491051,100.7074514,,residential,4,4,True,False,,88.41,91.42,0.9906,True,https://www.openstreetmap.org/node/3840058780,3841547727,87.83,,residential,3841547716,177.72,,residential,3841547723,269.15,,residential,3840058784,357.56,,residential
3840099924,13.8500963,100.6860413,ชัยพฤกษ์ A 21,residential,4,4,True,False,,89.1,91.36,0.9906,True,https://www.openstreetmap.org/node/3840099924,3840099933,6.07,,residential,3840099923,96.41,ชัยพฤกษ์ A 21,residential,3840099916,187.76,,residential,3840099926,276.86,,residential
3841863939,13.8346289,100.7309685,ซอยนิมิตใหม่ 9,residential,4,4,True,False,,89.16,90.84,0.9906,True,https://www.openstreetmap.org/node/3841863939,3841863942,70.08,ซอยนิมิตใหม่ 9,residential,3841863932,159.23,,residential,3841863937,250.07,ซอยนิมิตใหม่ 9,residential,3841863946,339.23,,residential
5886741537,13.9198002,100.7885287,,residential,4,4,True,False,,88.31,90.86,0.9906,True,https://www.openstreetmap.org/node/5886741537,5886741539,89.87,,residential,5886741536,180.22,,residential,5886741535,271.08,,residential,5886741530,359.39,,residential
5941663059,13.8953657,100.7106823,ถนนไทยรามัญ,residential; tertiary,4,4,True,False,,88.51,91.26,0.9906,True,https://www.openstreetmap.org/node/5941663059,8424621657,87.0,ถนนไทยรามัญ,tertiary,5941663055,177.42,,residential,4688953677,265.93,ถนนไทยรามัญ,tertiary,5941663054,355.73,,residential
6521877717,13.8513023,100.715439,,residential,4,4,True,False,,88.92,91.09,0.9906,True,https://www.openstreetmap.org/node/6521877717,6521877716,86.02,,residential,6521877721,177.1,,residential,6521877718,266.49,,residential,6521877715,357.1,,residential
8080761952,13.8377184,100.7199931,,residential,4,4,True,False,,88.81,91.21,0.9906,True,https://www.openstreetmap.org/node/8080761952,8080761953,5.32,,residential,3841912704,95.8,,residential,8080761951,184.61,,residential,3841912711,275.82,,residential
3053347452,13.869577,100.7121793,อรพิม 13,residential,4,4,True,False,,88.98,91.13,0.9905,True,https://www.openstreetmap.org/node/3053347452,3053347475,88.51,อรพิม 13,residential,3053347443,179.09,,residential,3053347113,268.4,,residential,3053347470,357.38,,residential
3841938464,13.8326957,100.6910041,,residential,4,4,True,False,,88.64,91.33,0.9905,True,https://www.openstreetmap.org/node/3841938464,8034727816,74.04,,residential,3841938355,162.67,,residential,3841938461,254.01,,residential,3841938469,343.66,,residential
5887077296,13.9078858,100.7902037,,residential,4,4,True,False,,88.62,91.14,0.9905,True,https://www.openstreetmap.org/node/5887077296,5887077289,90.8,,residential,5887076571,181.38,,residential,5887077299,270.0,,residential,5887077297,359.66,,residential
13472635253,13.8947784,100.6955008,,residential,4,4,True,False,,89.11,90.87,0.9904,True,https://www.openstreetmap.org/node/13472635253,13472635251,77.81,,residential,13475630708,166.92,,residential,13472635259,257.79,,residential,13472635254,346.96,,residential
3834869325,13.860725,100.7169921,,residential,4,4,True,False,,89.09,90.93,0.9904,True,https://www.openstreetmap.org/node/3834869325,3834869324,90.46,,residential,3834869317,179.55,,residential,3834869323,268.74,,residential,3834869337,359.53,,residential
3834869444,13.8664067,100.7104639,,residential,4,4,True,False,,88.62,91.39,0.9904,True,https://www.openstreetmap.org/node/3834869444,3834869447,88.31,,residential,3834869433,178.65,,residential,3834869446,270.04,,residential,3834869462,358.66,,residential
3834869466,13.8675305,100.7195392,ซอย 11,residential,3,3,False,False,,88.86,91.72,0.9904,True,https://www.openstreetmap.org/node/3834869466,8061345580,88.6,ซอย 11,residential,3834869459,178.4,,residential,3834869464,268.01,ซอย 11,residential,3834869472,356.88,,residential
3834868734,13.8567096,100.7138658,,residential,3,3,False,False,,88.94,91.02,0.9903,True,https://www.openstreetmap.org/node/3834868734,3834868741,0.02,,residential,3834868735,90.75,,residential,3834868731,179.69,,residential,8144523503,270.71,,residential
2562521997,13.8676695,100.7200939,เมืองประชา ซอย ๕๔; เมืองประชา ซอย ๕๕,residential,4,4,True,False,,88.87,91.61,0.9902,True,https://www.openstreetmap.org/node/2562521997,2562521998,87.97,เมืองประชา ซอย ๕๔,residential,2562522000,176.84,,residential,2562521996,267.0,เมืองประชา ซอย ๕๕,residential,2562521994,358.61,,residential
3053324351,13.8695312,100.7437436,,residential,4,4,True,False,,88.23,91.18,0.9902,True,https://www.openstreetmap.org/node/3053324351,3053324439,84.3,,residential,3053324341,174.64,,residential,3053324390,265.82,,residential,8185698787,354.06,,residential
3840011353,13.8498125,100.7133947,,residential,4,4,True,False,,88.84,91.14,0.9902,True,https://www.openstreetmap.org/node/3840011353,3840011355,86.8,,residential,3840011343,176.19,,residential,3840011354,267.33,,residential,3840012462,356.17,,residential
3053324360,13.8731165,100.7434945,,residential,4,4,True,False,,88.97,91.35,0.9901,True,https://www.openstreetmap.org/node/3053324360,3053324372,85.79,,residential,8162839773,174.76,,residential,3053322524,265.2,,residential,3053324377,356.55,,residential
3840100074,13.8565698,100.6824542,,residential,4,4,True,False,,88.94,91.5,0.9901,True,https://www.openstreetmap.org/node/3840100074,3840100076,76.37,,residential,3840100066,165.31,,residential,3840100071,255.59,,residential,3840100083,344.86,,residential
3841546192,13.8424113,100.7060186,สุเหร่าคลองหนึ่ง ซอย 9; สุเหร่าคลองหนึ่ง ซอย 9 แยก 1; สุเหร่าคลองหนึ่ง ซอย 9 แยก 2,residential,4,4,True,False,,89.1,90.89,0.9901,True,https://www.openstreetmap.org/node/3841546192,3841546196,81.88,สุเหร่าคลองหนึ่ง ซอย 9 แยก 2,residential,3841546187,170.98,สุเหร่าคลองหนึ่ง ซอย 9,residential,8295400125,261.87,สุเหร่าคลองหนึ่ง ซอย 9 แยก 1,residential,3841546197,350.99,สุเหร่าคลองหนึ่ง ซอย 9,residential
5880882708,13.8849464,100.7302929,,residential,4,4,True,False,,88.96,91.41,0.9901,True,https://www.openstreetmap.org/node/5880882708,5880882726,82.08,,residential,5880882710,172.45,,residential,5880882724,261.4,,residential,5880882705,352.82,,residential
8424633791,13.8981626,100.7118097,,residential,4,4,True,False,,88.79,91.21,0.9901,True,https://www.openstreetmap.org/node/8424633791,8424633790,87.9,,residential,8424633794,176.69,,residential,8424633792,267.26,,residential,8424633788,356.69,,residential
3053324333,13.8699616,100.7459069,,residential,4,4,True,False,,88.98,91.02,0.99,True,https://www.openstreetmap.org/node/3053324333,3053324373,85.7,,residential,3053324414,174.68,,residential,3053324424,265.47,,residential,3053324428,354.69,,residential
3835124944,13.8629483,100.6882728,,residential,4,4,True,False,,88.42,91.26,0.99,True,https://www.openstreetmap.org/node/3835124944,3835124952,21.17,,residential,3835124938,111.7,,residential,3835124933,202.96,,residential,3835124949,291.38,,residential
2562522000,13.8673016,100.7201148,เมืองประชา ซอย ๕๖; เมืองประชา ซอย ๕๗,residential,4,4,True,False,,88.27,91.17,0.9899,True,https://www.openstreetmap.org/node/2562522000,2562522001,88.02,เมืองประชา ซอย ๕๖,residential,2562522003,177.93,,residential,2562521999,268.58,เมืองประชา ซอย ๕๗,residential,2562521997,356.84,,residential
3053347460,13.8656732,100.7118895,ชมนาด 3,residential,4,4,True,False,,89.08,90.91,0.9899,True,https://www.openstreetmap.org/node/3053347460,3053347461,88.66,ชมนาด 3,residential,3053347436,179.57,,residential,3053347477,268.65,ชมนาด 3,residential,3053347086,359.55,,residential
3840099933,13.8504595,100.6860811,,residential,4,4,True,False,,88.56,91.43,0.9899,True,https://www.openstreetmap.org/node/3840099933,3840099939,6.06,,residential,3840099932,95.69,,residential,3840099924,186.07,,residential,3840099934,277.5,,residential
8163776975,13.8294012,100.7486451,ซอย 25; ประชาชนร่วมใจ 7,residential,4,4,True,False,,88.93,91.05,0.9899,True,https://www.openstreetmap.org/node/8163776975,8163776974,55.2,,residential,8178338326,144.45,ประชาชนร่วมใจ 7,residential,8178338324,233.39,ซอย 25,residential,8163776977,324.44,ประชาชนร่วมใจ 7,residential
3053347073,13.8683052,100.7136445,,residential,4,4,True,False,,88.67,91.37,0.9898,True,https://www.openstreetmap.org/node/3053347073,3053347472,89.19,,residential,3053347060,177.86,,residential,3053347078,269.24,,residential,3053347437,358.73,,residential
3840099948,13.8511914,100.6861612,,residential,4,4,True,False,,88.73,91.27,0.9898,True,https://www.openstreetmap.org/node/3840099948,3840099954,6.07,,residential,3840099947,95.5,,residential,3840099939,186.07,,residential,3840099949,277.34,,residential
3053310379,13.8971563,100.7188362,,residential,4,4,True,False,,88.83,91.18,0.9897,True,https://www.openstreetmap.org/node/3053310379,3053310338,86.16,,residential,3053310343,176.84,,residential,3053310376,265.68,,residential,3053310356,356.86,,residential
3053324426,13.8647508,100.7444878,,residential,4,4,True,False,,88.23,91.76,0.9897,True,https://www.openstreetmap.org/node/3053324426,3053324423,84.95,,residential,3053324469,176.71,,residential,3053324418,266.81,,residential,3053324444,356.72,,residential
3053324444,13.8651849,100.7444622,,residential,4,4,True,False,,88.56,91.46,0.9897,True,https://www.openstreetmap.org/node/3053324444,3053324376,85.26,,residential,3053324426,176.72,,residential,3053324459,267.12,,residential,3053324357,356.7,,residential
3840087218,13.8552106,100.6954037,,residential,4,4,True,False,,88.74,91.26,0.9896,True,https://www.openstreetmap.org/node/3840087218,3840087217,90.47,,residential,3840087206,179.86,,residential,3840087216,268.6,,residential,3840087235,359.86,,residential
2562521991,13.8683879,100.7200813,เมืองประชา ซอย ๕๐; เมืองประชา ซอย ๕๑,residential,4,4,True,False,,89.03,91.34,0.9895,True,https://www.openstreetmap.org/node/2562521991,2562521992,88.1,เมืองประชา ซอย ๕๐,residential,2562521994,179.44,,residential,2562521990,268.47,เมืองประชา ซอย ๕๑,residential,2562521988,357.55,,residential
3053310363,13.9008531,100.7186262,,residential,4,4,True,False,,89.03,90.96,0.9895,True,https://www.openstreetmap.org/node/3053310363,3053310334,85.91,,residential,3053310373,176.84,,residential,3053310346,265.87,,residential,3053310335,356.83,,residential
3053324357,13.865628,100.7444359,,residential,4,4,True,False,,88.1,91.5,0.9895,True,https://www.openstreetmap.org/node/3053324357,3053324347,85.2,,residential,3053324444,176.7,,residential,3053324387,267.08,,residential,8177832445,357.1,,residential
3834869450,13.8665387,100.7195685,ซอย 8,residential,3,3,False,False,,88.53,91.89,0.9895,True,https://www.openstreetmap.org/node/3834869450,8061345577,86.53,ซอย 8,residential,3834869443,178.42,,residential,3834869448,268.0,ซอย 8,residential,3834869455,358.0,,residential
3835124883,13.8609736,100.6872448,,residential,4,4,True,False,,88.56,91.4,0.9895,True,https://www.openstreetmap.org/node/3835124883,3835124890,23.12,,residential,3835124881,111.68,,residential,3835124879,201.22,,residential,3835124891,292.62,,residential
3840087401,13.8572605,100.6967475,,residential,4,4,True,False,,88.19,91.25,0.9895,True,https://www.openstreetmap.org/node/3840087401,3840087400,90.64,,residential,3840087387,180.55,,residential,3840087399,268.74,,residential,3840087412,359.39,,residential
3841470040,13.8487595,100.7278017,,residential,4,4,True,False,,88.79,91.21,0.9895,True,https://www.openstreetmap.org/node/3841470040,3841470043,82.02,,residential,3841470037,171.35,,residential,3841470039,260.14,,residential,3841470047,351.35,,residential
3841547699,13.8484461,100.7025201,,residential,4,4,True,False,,88.93,91.07,0.9895,True,https://www.openstreetmap.org/node/3841547699,3841547700,89.31,,residential,3841547690,178.24,,residential,3841547695,267.42,,residential,3841547717,358.24,,residential
3840059000,13.8558838,100.7026774,,residential,4,4,True,False,,88.97,91.9,0.9894,True,https://www.openstreetmap.org/node/3840059000,3840059010,0.17,,residential,3840059001,89.46,,residential,3840058992,179.3,,residential,3840058999,268.27,,residential
8233827902,13.8361699,100.7074582,,residential,4,4,True,False,,88.33,91.66,0.9894,True,https://www.openstreetmap.org/node/8233827902,8140757434,81.59,,residential,8233827901,173.26,,residential,8140757428,261.59,,residential,8233827903,351.36,,residential
10255219351,13.9008835,100.7167931,,residential,4,4,True,False,,88.85,91.92,0.9893,True,https://www.openstreetmap.org/node/10255219351,10255219350,87.33,,residential,13072213726,176.18,,residential,10255219352,265.5,,residential,8323506113,357.42,,residential
3841601573,13.8489479,100.6859069,,residential,4,4,True,False,,89.03,91.86,0.9893,True,https://www.openstreetmap.org/node/3841601573,3840099909,5.0,,residential,3841601569,95.06,,residential,3840099905,186.92,,residential,3841601574,275.95,,residential
8211708100,13.8276855,100.7498968,ประชาชนร่วมใจ 7,residential,4,4,True,False,,88.27,91.74,0.9893,True,https://www.openstreetmap.org/node/8211708100,8211708099,56.72,,residential,5883467506,144.99,ประชาชนร่วมใจ 7,residential,8211708101,235.18,,residential,3843843384,324.98,ประชาชนร่วมใจ 7,residential
3840087198,13.8545811,100.6967539,,residential,4,4,True,False,,88.47,91.54,0.9892,True,https://www.openstreetmap.org/node/3840087198,3840087197,90.02,,residential,3840087188,179.61,,residential,3840087196,268.08,,residential,3840087208,359.62,,residential
3840058977,13.854864,100.7026852,,residential,4,4,True,False,,88.03,90.81,0.9891,True,https://www.openstreetmap.org/node/3840058977,3840058978,89.72,,residential,3840058962,180.53,,residential,3840058976,268.56,,residential,3840058983,359.27,,residential
6521856578,13.8524556,100.7167929,,residential,4,4,True,False,,88.56,91.46,0.9891,True,https://www.openstreetmap.org/node/6521856578,6521878787,86.54,,residential,6521881705,178.0,,residential,6521856579,267.47,,residential,6521881707,357.98,,residential
6521872183,13.8549866,100.7129004,,residential,4,4,True,False,,89.0,90.98,0.9891,True,https://www.openstreetmap.org/node/6521872183,6521872182,88.11,,residential,6521872180,179.09,,residential,6521872181,268.13,,residential,6117202206,359.11,,residential
3053324433,13.8860863,100.7221994,ถนนหทัยราษฎร์,residential; secondary,4,4,True,False,,88.26,91.45,0.989,True,https://www.openstreetmap.org/node/3053324433,3053324448,87.82,,residential,6124182917,178.36,ถนนหทัยราษฎร์,secondary,8073679424,268.11,,residential,5941639349,359.56,ถนนหทัยราษฎร์,secondary
3841863942,13.8347504,100.7313137,ซอยนิมิตใหม่ 9,residential,4,4,True,False,,89.01,90.99,0.989,True,https://www.openstreetmap.org/node/3841863942,3841863944,70.08,ซอยนิมิตใหม่ 9,residential,3841863934,159.09,,residential,3841863939,250.08,ซอยนิมิตใหม่ 9,residential,3841863949,339.09,,residential
5941639258,13.8925541,100.7190224,,residential,4,4,True,False,,88.89,91.12,0.989,True,https://www.openstreetmap.org/node/5941639258,5941639259,89.04,,residential,5941639255,179.89,,residential,5941639257,271.01,,residential,5941639263,359.9,,residential
2373578039,13.8939668,100.7610047,เคซีการ์เด้นโฮม 7,residential,4,4,True,False,,88.0,90.89,0.9889,True,https://www.openstreetmap.org/node/2373578039,2373578040,79.48,เคซีการ์เด้นโฮม 7,residential,2373578034,167.48,เคซีการ์เด้นโฮม 7,residential,2373578038,258.12,เคซีการ์เด้นโฮม 7,residential,5877714059,348.59,เคซีการ์เด้นโฮม 7,residential
3053324355,13.8663833,100.7372241,,residential,4,4,True,False,,88.37,91.04,0.9889,True,https://www.openstreetmap.org/node/3053324355,3053324411,89.75,,residential,3053324440,178.13,,residential,3053324449,269.17,,residential,3053324401,358.8,,residential
4688951083,13.9020651,100.7098424,,residential,4,4,True,False,,88.87,91.12,0.9889,True,https://www.openstreetmap.org/node/4688951083,4688951084,79.89,,residential,4688954690,170.75,,residential,5935976428,259.62,,residential,4688953682,350.74,,residential
6124129504,13.83817,100.7026721,,residential,4,4,True,False,,88.9,91.29,0.9889,True,https://www.openstreetmap.org/node/6124129504,6124129517,53.72,,residential,6124129508,144.43,,residential,6124129509,233.52,,residential,6124129505,322.42,,residential
3835124935,13.8627414,100.6870832,,residential,4,4,True,False,,87.99,91.53,0.9888,True,https://www.openstreetmap.org/node/3835124935,3835124947,20.54,,residential,3835124922,112.06,,residential,3835124925,202.21,,residential,8011646066,290.2,,residential
5883669298,13.8345323,100.7418694,ซอยนิมิตใหม่ 10,residential,4,4,True,False,,88.59,91.52,0.9888,True,https://www.openstreetmap.org/node/5883669298,5883669299,79.45,ซอยนิมิตใหม่ 10,residential,8122808160,168.84,,residential,5883577120,260.36,ซอยนิมิตใหม่ 10,residential,8122808157,350.86,,residential
5886741541,13.9198087,100.7894326,,residential,4,4,True,False,,88.63,91.14,0.9888,True,https://www.openstreetmap.org/node/5886741541,5886741540,0.19,,residential,5886741542,91.07,,residential,5886741528,179.7,,residential,5886741539,269.05,,residential
3834869261,13.8580247,100.7138276,,residential,3,3,False,False,,88.75,91.54,0.9887,True,https://www.openstreetmap.org/node/3834869261,3834869260,88.72,,residential,3834868753,179.22,,residential,8144523510,267.97,,residential,3834869267,359.51,,residential
3834869337,13.8610221,100.7169896,,residential,4,4,True,False,,88.89,91.18,0.9887,True,https://www.openstreetmap.org/node/3834869337,3834869336,90.45,,residential,3834869325,179.53,,residential,3834869335,268.42,,residential,3834869345,359.61,,residential
